Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Temperature,Traffic_Level,Parking_Occupancy,Mobile_Density,Historical_Average_Visitors,Crowd_Level,Waiting_Time
Golconda Fort,Tourist,2025-03-07,Friday,11,No,No,No,Sunny,31.8,Medium,67.0,Medium,5602,High,54
Golconda Fort,Tourist,2025-03-07,Friday,15,No,No,No,Sunny,26.2,Medium,62.2,High,5582,Very High,89
Golconda Fort,Tourist,2025-03-07,Friday,19,No,No,No,Sunny,23.0,High,77.5,High,6342,Very High,92
Golconda Fort,Tourist,2025-03-08,Saturday,8,Yes,No,No,Cloudy,24.2,Medium,48.6,Low,4050,Medium,43
Golconda Fort,Tourist,2025-03-08,Saturday,11,Yes,No,No,Sunny,27.2,High,48.7,Medium,6127,High,82
Golconda Fort,Tourist,2025-03-08,Saturday,15,Yes,No,No,Sunny,26.0,Medium,63.9,Medium,6758,Very High,64
Golconda Fort,Tourist,2025-03-08,Saturday,19,Yes,No,No,Cloudy,29.2,Medium,65.0,Medium,6184,High,68
Golconda Fort,Tourist,2025-03-09,Sunday,8,Yes,No,No,Rainy,25.6,Medium,26.1,Low,3882,Medium,26
Golconda Fort,Tourist,2025-03-09,Sunday,11,Yes,No,No,Cloudy,29.0,Medium,55.9,Medium,6101,High,62
Golconda Fort,Tourist,2025-03-09,Sunday,15,Yes,No,No,Sunny,26.1,Medium,63.2,Medium,6317,High,69
Golconda Fort,Tourist,2025-03-09,Sunday,19,Yes,No,No,Cloudy,23.8,High,59.0,Medium,6132,High,68
Golconda Fort,Tourist,2025-03-10,Monday,8,No,No,No,Cloudy,27.9,Low,36.3,Low,3488,Medium,9
Golconda Fort,Tourist,2025-03-10,Monday,11,No,No,No,Cloudy,22.6,High,58.7,Medium,5998,High,74
Golconda Fort,Tourist,2025-03-10,Monday,15,No,No,No,Sunny,27.4,High,71.4,Medium,5529,High,74
Golconda Fort,Tourist,2025-03-10,Monday,19,No,No,No,Sunny,27.4,High,63.8,High,5279,High,83
Golconda Fort,Tourist,2025-03-11,Tuesday,8,No,No,No,Sunny,30.1,Medium,46.3,Medium,3841,Medium,62
Golconda Fort,Tourist,2025-03-11,Tuesday,11,No,No,No,Sunny,26.6,High,80.8,Medium,5969,High,83
Golconda Fort,Tourist,2025-03-11,Tuesday,15,No,No,No,Sunny,24.7,High,91.5,High,5665,Very High,111
Golconda Fort,Tourist,2025-03-11,Tuesday,19,No,No,No,Cloudy,24.5,Medium,61.7,High,5421,Very High,100
Golconda Fort,Tourist,2025-03-12,Wednesday,8,No,No,No,Rainy,25.8,Low,30.7,Low,3680,Medium,14
Golconda Fort,Tourist,2025-03-12,Wednesday,11,No,No,No,Sunny,30.3,High,93.7,High,5045,Very High,122
Golconda Fort,Tourist,2025-03-12,Wednesday,15,No,No,No,Cloudy,30.0,Medium,83.7,Medium,5527,Very High,79
Golconda Fort,Tourist,2025-03-12,Wednesday,19,No,No,No,Rainy,26.6,High,29.7,Low,5874,High,17
Golconda Fort,Tourist,2025-03-13,Thursday,8,No,No,No,Sunny,28.2,Medium,53.8,Medium,3138,High,39
Golconda Fort,Tourist,2025-03-13,Thursday,11,No,No,No,Sunny,26.4,High,61.2,Medium,5472,High,83
Golconda Fort,Tourist,2025-03-13,Thursday,15,No,No,No,Sunny,26.5,High,59.1,High,5740,High,68
Golconda Fort,Tourist,2025-03-13,Thursday,19,No,No,No,Sunny,27.9,Medium,71.6,Medium,5985,High,85
Golconda Fort,Tourist,2025-03-14,Friday,8,No,Yes,Yes,Cloudy,25.9,Medium,49.8,Medium,4782,Medium,55
Golconda Fort,Tourist,2025-03-14,Friday,11,No,Yes,Yes,Sunny,30.7,Low,54.0,Medium,7174,High,110
Golconda Fort,Tourist,2025-03-14,Friday,15,No,Yes,Yes,Sunny,29.9,Medium,61.6,Medium,7287,High,111
Golconda Fort,Tourist,2025-03-14,Friday,19,No,Yes,Yes,Rainy,28.7,Low,42.5,Medium,8508,High,82
Golconda Fort,Tourist,2025-03-15,Saturday,8,Yes,No,No,Rainy,25.9,Medium,41.6,Medium,4573,Medium,16
Golconda Fort,Tourist,2025-03-15,Saturday,11,Yes,No,No,Sunny,24.0,High,73.6,High,6152,Very High,113
Golconda Fort,Tourist,2025-03-15,Saturday,15,Yes,No,No,Rainy,27.6,Medium,38.3,Medium,6043,Medium,23
Golconda Fort,Tourist,2025-03-15,Saturday,19,Yes,No,No,Cloudy,26.0,Medium,59.8,High,6550,High,54
Golconda Fort,Tourist,2025-03-16,Sunday,8,Yes,No,No,Sunny,27.2,Medium,58.5,Medium,4247,Medium,44
Golconda Fort,Tourist,2025-03-16,Sunday,11,Yes,No,No,Cloudy,24.4,Medium,51.7,Medium,6300,Very High,64
Golconda Fort,Tourist,2025-03-16,Sunday,15,Yes,No,No,Sunny,30.0,High,76.8,High,6792,Very High,110
Golconda Fort,Tourist,2025-03-16,Sunday,19,Yes,No,No,Sunny,28.2,High,57.1,High,7552,High,56
Golconda Fort,Tourist,2025-03-17,Monday,8,No,No,No,Sunny,31.0,Medium,41.7,Medium,3689,Medium,27
Golconda Fort,Tourist,2025-03-17,Monday,11,No,No,No,Sunny,27.9,High,54.7,Medium,5157,High,83
Golconda Fort,Tourist,2025-03-17,Monday,15,No,No,No,Sunny,26.0,High,83.7,High,5424,High,96
Golconda Fort,Tourist,2025-03-17,Monday,19,No,No,No,Sunny,28.2,Medium,58.4,High,5512,High,80
Golconda Fort,Tourist,2025-03-18,Tuesday,8,No,No,No,Cloudy,27.4,Medium,44.3,Medium,3897,Medium,25
Golconda Fort,Tourist,2025-03-18,Tuesday,11,No,No,No,Sunny,28.9,Medium,68.3,Medium,4955,High,90
Golconda Fort,Tourist,2025-03-18,Tuesday,15,No,No,No,Cloudy,27.7,Medium,75.3,High,5370,Very High,99
Golconda Fort,Tourist,2025-03-18,Tuesday,19,No,No,No,Rainy,26.9,Medium,49.0,Medium,6198,Medium,73
Golconda Fort,Tourist,2025-03-19,Wednesday,8,No,No,No,Cloudy,29.0,Medium,46.5,Medium,3617,Medium,39
Golconda Fort,Tourist,2025-03-19,Wednesday,11,No,No,No,Sunny,29.3,Medium,85.6,Medium,4572,High,93
Golconda Fort,Tourist,2025-03-19,Wednesday,15,No,No,No,Sunny,26.4,Medium,62.5,Medium,6086,High,61
Golconda Fort,Tourist,2025-03-19,Wednesday,19,No,No,No,Sunny,26.5,Medium,71.3,High,5558,High,85
Golconda Fort,Tourist,2025-03-20,Thursday,8,No,No,No,Sunny,22.5,Medium,54.0,Medium,3635,High,71
Golconda Fort,Tourist,2025-03-20,Thursday,11,No,No,No,Cloudy,31.1,Medium,38.7,Medium,5498,Medium,40
Golconda Fort,Tourist,2025-03-20,Thursday,15,No,No,No,Rainy,28.8,High,45.9,Medium,5212,High,45
Golconda Fort,Tourist,2025-03-20,Thursday,19,No,No,No,Sunny,28.5,Medium,57.1,High,5447,Very High,77
Golconda Fort,Tourist,2025-03-21,Friday,8,No,No,No,Cloudy,29.5,Medium,67.6,Medium,3523,High,44
Golconda Fort,Tourist,2025-03-21,Friday,11,No,No,No,Sunny,25.0,High,74.7,High,5420,Very High,122
Golconda Fort,Tourist,2025-03-21,Friday,15,No,No,No,Sunny,29.5,Medium,62.2,High,4900,Very High,92
Golconda Fort,Tourist,2025-03-21,Friday,19,No,No,No,Sunny,32.6,High,76.2,High,5409,Very High,119
Golconda Fort,Tourist,2025-03-22,Saturday,8,Yes,No,No,Sunny,29.6,Medium,47.4,Medium,3935,High,46
Golconda Fort,Tourist,2025-03-22,Saturday,11,Yes,No,No,Sunny,24.1,Medium,67.8,High,6552,High,53
Golconda Fort,Tourist,2025-03-22,Saturday,15,Yes,No,No,Sunny,31.3,Medium,95.2,High,5836,Very High,104
Golconda Fort,Tourist,2025-03-22,Saturday,19,Yes,No,No,Sunny,28.8,Medium,72.9,High,5902,High,97
Golconda Fort,Tourist,2025-03-23,Sunday,8,Yes,No,No,Cloudy,27.4,Medium,22.9,Low,3477,Medium,45
Golconda Fort,Tourist,2025-03-23,Sunday,11,Yes,No,No,Rainy,31.0,High,49.1,Medium,6295,Medium,78
Golconda Fort,Tourist,2025-03-23,Sunday,15,Yes,No,No,Sunny,30.1,Medium,79.8,High,6688,Very High,86
Golconda Fort,Tourist,2025-03-23,Sunday,19,Yes,No,No,Sunny,27.5,High,85.0,High,6578,Very High,123
Golconda Fort,Tourist,2025-03-24,Monday,8,No,No,No,Cloudy,28.2,Low,49.5,Medium,4001,Medium,25
Golconda Fort,Tourist,2025-03-24,Monday,11,No,No,No,Sunny,26.3,Medium,77.1,High,5121,Very High,120
Golconda Fort,Tourist,2025-03-24,Monday,15,No,No,No,Sunny,30.3,Medium,69.4,High,5731,Very High,112
Golconda Fort,Tourist,2025-03-24,Monday,19,No,No,No,Sunny,28.2,High,96.3,High,5551,Very High,104
Golconda Fort,Tourist,2025-03-25,Tuesday,8,No,No,No,Sunny,28.9,Medium,67.9,Low,3400,Medium,33
Golconda Fort,Tourist,2025-03-25,Tuesday,11,No,No,No,Sunny,29.5,Medium,72.9,High,5368,High,74
Golconda Fort,Tourist,2025-03-25,Tuesday,15,No,No,No,Sunny,28.1,High,57.6,Medium,5908,Medium,64
Golconda Fort,Tourist,2025-03-25,Tuesday,19,No,No,No,Cloudy,28.5,Medium,68.7,High,5593,High,68
Golconda Fort,Tourist,2025-03-26,Wednesday,8,No,No,No,Cloudy,27.3,Medium,30.3,Low,4016,High,32
Golconda Fort,Tourist,2025-03-26,Wednesday,11,No,No,No,Cloudy,30.7,Medium,73.0,Medium,5269,Very High,97
Golconda Fort,Tourist,2025-03-26,Wednesday,15,No,No,No,Sunny,25.7,High,76.0,High,5573,Very High,134
Golconda Fort,Tourist,2025-03-26,Wednesday,19,No,No,No,Rainy,26.4,Medium,28.2,Medium,5639,Medium,38
Golconda Fort,Tourist,2025-03-27,Thursday,8,No,No,No,Sunny,26.1,High,61.5,Medium,3768,High,81
Golconda Fort,Tourist,2025-03-27,Thursday,11,No,No,No,Rainy,31.3,Medium,55.9,Medium,5992,Medium,59
Golconda Fort,Tourist,2025-03-27,Thursday,15,No,No,No,Sunny,29.5,Medium,71.0,Medium,5900,Very High,105
Golconda Fort,Tourist,2025-03-27,Thursday,19,No,No,No,Cloudy,28.4,High,67.5,High,5797,Very High,93
Golconda Fort,Tourist,2025-03-28,Friday,8,No,No,No,Sunny,27.4,High,55.6,Medium,3739,High,77
Golconda Fort,Tourist,2025-03-28,Friday,11,No,No,No,Cloudy,31.5,Medium,57.4,Medium,5005,High,66
Golconda Fort,Tourist,2025-03-28,Friday,15,No,No,No,Rainy,28.3,Medium,67.3,Medium,5213,High,61
Golconda Fort,Tourist,2025-03-28,Friday,19,No,No,No,Sunny,27.7,Medium,60.4,High,6131,High,68
Golconda Fort,Tourist,2025-03-29,Saturday,8,Yes,No,No,Rainy,26.6,Medium,23.0,Low,3790,Medium,19
Golconda Fort,Tourist,2025-03-29,Saturday,11,Yes,No,No,Sunny,31.0,High,67.4,Medium,5591,High,86
Golconda Fort,Tourist,2025-03-29,Saturday,15,Yes,No,No,Sunny,26.3,High,66.8,High,6073,High,67
Golconda Fort,Tourist,2025-03-29,Saturday,19,Yes,No,No,Sunny,30.1,Medium,67.6,Medium,6192,High,71
Golconda Fort,Tourist,2025-03-30,Sunday,8,Yes,No,Yes,Sunny,32.1,Medium,49.5,High,4446,High,69
Golconda Fort,Tourist,2025-03-30,Sunday,11,Yes,No,Yes,Sunny,30.0,Medium,60.2,High,7342,High,88
Golconda Fort,Tourist,2025-03-30,Sunday,15,Yes,No,Yes,Sunny,29.7,Medium,64.9,High,8385,High,101
Golconda Fort,Tourist,2025-03-30,Sunday,19,Yes,No,Yes,Rainy,28.8,Medium,61.5,Medium,8005,Medium,54
Golconda Fort,Tourist,2025-03-31,Monday,8,No,No,Yes,Rainy,26.6,Low,42.9,Medium,4402,Medium,30
Golconda Fort,Tourist,2025-03-31,Monday,11,No,No,Yes,Cloudy,26.0,Medium,73.2,Medium,5538,High,75
Golconda Fort,Tourist,2025-03-31,Monday,15,No,No,Yes,Sunny,29.0,Medium,66.2,Medium,6029,High,72
Golconda Fort,Tourist,2025-03-31,Monday,19,No,No,Yes,Rainy,33.0,Medium,48.2,Medium,6658,Medium,50
Golconda Fort,Tourist,2025-04-01,Tuesday,8,No,No,No,Rainy,27.2,Medium,42.0,Low,4110,Medium,5
Golconda Fort,Tourist,2025-04-01,Tuesday,11,No,No,No,Sunny,28.1,High,80.3,High,5719,High,88
Golconda Fort,Tourist,2025-04-01,Tuesday,15,No,No,No,Sunny,29.9,Medium,81.3,High,5088,Very High,112
Golconda Fort,Tourist,2025-04-01,Tuesday,19,No,No,No,Sunny,27.8,High,82.5,High,6110,Very High,110
Golconda Fort,Tourist,2025-04-02,Wednesday,8,No,No,No,Sunny,29.1,Medium,46.2,Medium,3419,High,72
Golconda Fort,Tourist,2025-04-02,Wednesday,11,No,No,No,Sunny,25.3,Medium,76.0,Medium,5364,High,96
Golconda Fort,Tourist,2025-04-02,Wednesday,15,No,No,No,Cloudy,30.1,High,74.3,High,5685,High,74
Golconda Fort,Tourist,2025-04-02,Wednesday,19,No,No,No,Cloudy,28.2,Medium,50.9,Medium,6187,Very High,90
Golconda Fort,Tourist,2025-04-03,Thursday,8,No,No,No,Sunny,27.3,High,60.1,Medium,3683,Medium,59
Golconda Fort,Tourist,2025-04-03,Thursday,11,No,No,No,Rainy,27.8,Medium,58.6,Medium,5259,Medium,48
Golconda Fort,Tourist,2025-04-03,Thursday,15,No,No,No,Sunny,31.7,Medium,50.6,Medium,5264,High,77
Golconda Fort,Tourist,2025-04-03,Thursday,19,No,No,No,Sunny,29.2,High,100.0,High,6096,Very High,129
Golconda Fort,Tourist,2025-04-04,Friday,8,No,No,No,Sunny,28.7,Medium,55.5,Low,3974,High,55
Golconda Fort,Tourist,2025-04-04,Friday,11,No,No,No,Rainy,28.5,Medium,43.9,Medium,5194,Medium,43
Golconda Fort,Tourist,2025-04-04,Friday,15,No,No,No,Cloudy,28.1,High,87.8,High,5699,Very High,99
Golconda Fort,Tourist,2025-04-04,Friday,19,No,No,No,Sunny,28.9,High,86.5,High,6112,Very High,114
Golconda Fort,Tourist,2025-04-05,Saturday,8,Yes,No,No,Sunny,32.9,High,46.5,Medium,4548,High,53
Golconda Fort,Tourist,2025-04-05,Saturday,11,Yes,No,No,Sunny,28.5,High,57.1,High,6526,High,88
Golconda Fort,Tourist,2025-04-05,Saturday,15,Yes,No,No,Sunny,27.8,High,64.8,High,6274,Very High,82
Golconda Fort,Tourist,2025-04-05,Saturday,19,Yes,No,No,Cloudy,27.6,Medium,57.9,Medium,6980,High,57
Golconda Fort,Tourist,2025-04-06,Sunday,8,Yes,No,No,Cloudy,31.5,Medium,35.1,Low,4127,Medium,20
Golconda Fort,Tourist,2025-04-06,Sunday,11,Yes,No,No,Rainy,29.0,Low,49.7,Medium,6151,Medium,28
Golconda Fort,Tourist,2025-04-06,Sunday,15,Yes,No,No,Cloudy,26.6,Medium,59.3,Medium,6528,High,88
Golconda Fort,Tourist,2025-04-06,Sunday,19,Yes,No,No,Sunny,28.0,High,62.3,Medium,6758,High,77
Golconda Fort,Tourist,2025-04-07,Monday,8,No,No,No,Cloudy,30.0,Medium,34.3,Medium,3546,High,47
Golconda Fort,Tourist,2025-04-07,Monday,11,No,No,No,Sunny,26.3,Medium,60.5,Medium,5563,Very High,118
Golconda Fort,Tourist,2025-04-07,Monday,15,No,No,No,Sunny,30.3,High,56.7,High,5797,Very High,77
Golconda Fort,Tourist,2025-04-07,Monday,19,No,No,No,Cloudy,31.6,High,49.3,High,6106,High,73
Golconda Fort,Tourist,2025-04-08,Tuesday,8,No,No,No,Sunny,25.5,Medium,53.8,Medium,3532,High,35
Golconda Fort,Tourist,2025-04-08,Tuesday,11,No,No,No,Rainy,27.5,Low,37.2,Low,5778,High,34
Golconda Fort,Tourist,2025-04-08,Tuesday,15,No,No,No,Sunny,30.7,Medium,45.5,High,5823,Very High,99
Golconda Fort,Tourist,2025-04-08,Tuesday,19,No,No,No,Rainy,26.1,Medium,50.4,Medium,5777,Medium,31
Golconda Fort,Tourist,2025-04-09,Wednesday,8,No,No,No,Cloudy,33.9,High,48.4,Medium,3888,High,57
Golconda Fort,Tourist,2025-04-09,Wednesday,11,No,No,No,Sunny,28.8,High,84.1,High,4930,Very High,135
Golconda Fort,Tourist,2025-04-09,Wednesday,15,No,No,No,Sunny,31.8,Medium,71.7,Medium,5565,High,72
Golconda Fort,Tourist,2025-04-09,Wednesday,19,No,No,No,Cloudy,29.4,Medium,44.5,Medium,5254,High,48
Golconda Fort,Tourist,2025-04-10,Thursday,8,No,No,No,Rainy,30.2,Low,35.0,Medium,3567,Medium,23
Golconda Fort,Tourist,2025-04-10,Thursday,11,No,No,No,Sunny,26.3,Medium,83.4,High,5753,Very High,103
Golconda Fort,Tourist,2025-04-10,Thursday,15,No,No,No,Sunny,30.9,High,80.3,High,5316,Very High,101
Golconda Fort,Tourist,2025-04-10,Thursday,19,No,No,No,Cloudy,30.2,Medium,48.9,Medium,5599,High,63
Golconda Fort,Tourist,2025-04-11,Friday,8,No,No,No,Sunny,28.0,Medium,48.3,Medium,3763,High,30
Golconda Fort,Tourist,2025-04-11,Friday,11,No,No,No,Rainy,29.7,Medium,51.7,Medium,5787,High,28
Golconda Fort,Tourist,2025-04-11,Friday,15,No,No,No,Cloudy,29.7,High,55.3,Medium,5309,High,81
Golconda Fort,Tourist,2025-04-11,Friday,19,No,No,No,Sunny,28.8,Medium,57.3,High,5548,High,78
Golconda Fort,Tourist,2025-04-12,Saturday,8,Yes,No,No,Cloudy,26.2,Medium,51.7,Medium,4182,High,53
Golconda Fort,Tourist,2025-04-12,Saturday,11,Yes,No,No,Rainy,28.8,Medium,48.7,Medium,6131,High,43
Golconda Fort,Tourist,2025-04-12,Saturday,15,Yes,No,No,Sunny,29.9,Medium,66.2,High,6208,High,65
Golconda Fort,Tourist,2025-04-12,Saturday,19,Yes,No,No,Sunny,24.4,Medium,65.1,Medium,6794,High,70
Golconda Fort,Tourist,2025-04-13,Sunday,8,Yes,No,No,Sunny,32.9,High,64.3,Medium,4454,High,53
Golconda Fort,Tourist,2025-04-13,Sunday,11,Yes,No,No,Cloudy,26.5,Medium,50.3,Medium,6770,High,95
Golconda Fort,Tourist,2025-04-13,Sunday,15,Yes,No,No,Sunny,29.6,High,75.0,High,7263,High,67
Golconda Fort,Tourist,2025-04-13,Sunday,19,Yes,No,No,Rainy,29.2,Medium,52.2,High,6966,High,68
Golconda Fort,Tourist,2025-04-14,Monday,8,No,Yes,No,Cloudy,29.1,Medium,44.9,Medium,4580,Medium,30
Golconda Fort,Tourist,2025-04-14,Monday,11,No,Yes,No,Sunny,32.7,High,74.6,Medium,6006,Very High,106
Golconda Fort,Tourist,2025-04-14,Monday,15,No,Yes,No,Sunny,26.4,High,92.2,High,5907,Very High,128
Golconda Fort,Tourist,2025-04-14,Monday,19,No,Yes,No,Cloudy,29.1,High,62.2,Medium,6690,High,88
Golconda Fort,Tourist,2025-04-15,Tuesday,8,No,No,No,Sunny,32.0,Low,34.9,Low,3060,Medium,29
Golconda Fort,Tourist,2025-04-15,Tuesday,11,No,No,No,Sunny,30.4,Medium,60.0,Medium,5823,High,72
Golconda Fort,Tourist,2025-04-15,Tuesday,15,No,No,No,Sunny,27.4,High,72.5,High,5719,Very High,101
Golconda Fort,Tourist,2025-04-15,Tuesday,19,No,No,No,Sunny,34.5,Medium,59.3,High,6338,Very High,49
Golconda Fort,Tourist,2025-04-16,Wednesday,8,No,No,No,Cloudy,30.7,Medium,34.6,Medium,3511,Medium,37
Golconda Fort,Tourist,2025-04-16,Wednesday,11,No,No,No,Rainy,30.9,High,56.0,Medium,5496,High,45
Golconda Fort,Tourist,2025-04-16,Wednesday,15,No,No,No,Sunny,27.3,High,98.9,High,5714,Very High,132
Golconda Fort,Tourist,2025-04-16,Wednesday,19,No,No,No,Sunny,31.6,Medium,73.7,High,5710,High,111
Golconda Fort,Tourist,2025-04-17,Thursday,8,No,No,No,Sunny,31.0,Medium,50.3,Medium,4010,High,59
Golconda Fort,Tourist,2025-04-17,Thursday,11,No,No,No,Sunny,27.8,Low,76.9,Medium,6030,High,59
Golconda Fort,Tourist,2025-04-17,Thursday,15,No,No,No,Cloudy,30.5,Medium,71.6,High,5793,Very High,147
Golconda Fort,Tourist,2025-04-17,Thursday,19,No,No,No,Sunny,29.3,High,93.8,High,6020,Very High,142
Golconda Fort,Tourist,2025-04-18,Friday,8,No,Yes,No,Cloudy,27.9,Medium,44.3,Medium,4589,Medium,72
Golconda Fort,Tourist,2025-04-18,Friday,11,No,Yes,No,Sunny,27.5,High,64.2,Medium,5910,High,110
Golconda Fort,Tourist,2025-04-18,Friday,15,No,Yes,No,Cloudy,32.5,Medium,62.1,Medium,6578,High,98
Golconda Fort,Tourist,2025-04-18,Friday,19,No,Yes,No,Sunny,31.7,High,95.4,High,6093,Very High,146
Golconda Fort,Tourist,2025-04-19,Saturday,8,Yes,No,No,Sunny,32.3,High,69.6,Medium,4389,High,85
Golconda Fort,Tourist,2025-04-19,Saturday,11,Yes,No,No,Rainy,29.0,Medium,60.9,Medium,5821,High,58
Golconda Fort,Tourist,2025-04-19,Saturday,15,Yes,No,No,Sunny,35.0,High,85.2,High,6572,Very High,133
Golconda Fort,Tourist,2025-04-19,Saturday,19,Yes,No,No,Cloudy,29.3,High,78.5,High,6741,Very High,119
Golconda Fort,Tourist,2025-04-20,Sunday,8,Yes,No,No,Cloudy,31.0,Low,51.6,Medium,4694,Medium,41
Golconda Fort,Tourist,2025-04-20,Sunday,11,Yes,No,No,Cloudy,31.8,High,78.0,High,6419,High,92
Golconda Fort,Tourist,2025-04-20,Sunday,15,Yes,No,No,Sunny,27.9,High,80.2,High,6442,High,101
Golconda Fort,Tourist,2025-04-20,Sunday,19,Yes,No,No,Sunny,29.1,High,55.7,Medium,6703,High,81
Golconda Fort,Tourist,2025-04-21,Monday,8,No,No,No,Sunny,27.7,Medium,66.9,Medium,3368,High,57
Golconda Fort,Tourist,2025-04-21,Monday,11,No,No,No,Sunny,32.1,Medium,60.6,Medium,4854,High,51
Golconda Fort,Tourist,2025-04-21,Monday,15,No,No,No,Rainy,32.3,Low,40.6,Low,6058,High,30
Golconda Fort,Tourist,2025-04-21,Monday,19,No,No,No,Sunny,30.0,High,92.8,High,5740,Very High,120
Golconda Fort,Tourist,2025-04-22,Tuesday,8,No,No,No,Sunny,32.0,Medium,57.5,Medium,3605,Medium,50
Golconda Fort,Tourist,2025-04-22,Tuesday,11,No,No,No,Cloudy,32.0,Medium,75.5,Medium,5616,High,54
Golconda Fort,Tourist,2025-04-22,Tuesday,15,No,No,No,Sunny,30.2,Medium,58.6,Medium,6342,High,55
Golconda Fort,Tourist,2025-04-22,Tuesday,19,No,No,No,Cloudy,32.4,Medium,65.3,Medium,5998,Very High,80
Golconda Fort,Tourist,2025-04-23,Wednesday,8,No,No,No,Sunny,32.3,Low,28.6,Medium,4086,High,38
Golconda Fort,Tourist,2025-04-23,Wednesday,11,No,No,No,Rainy,29.5,Medium,73.3,Medium,5618,High,60
Golconda Fort,Tourist,2025-04-23,Wednesday,15,No,No,No,Sunny,34.0,High,67.1,High,6400,Very High,108
Golconda Fort,Tourist,2025-04-23,Wednesday,19,No,No,No,Sunny,31.1,High,70.4,High,6197,High,91
Golconda Fort,Tourist,2025-04-24,Thursday,8,No,No,No,Rainy,30.1,Low,24.0,Medium,3781,Medium,18
Golconda Fort,Tourist,2025-04-24,Thursday,11,No,No,No,Rainy,27.9,Medium,60.5,High,5455,Medium,74
Golconda Fort,Tourist,2025-04-24,Thursday,15,No,No,No,Sunny,31.8,Medium,71.0,High,5889,Very High,99
Golconda Fort,Tourist,2025-04-24,Thursday,19,No,No,No,Sunny,31.3,Medium,54.7,Medium,5800,Very High,64
Golconda Fort,Tourist,2025-04-25,Friday,8,No,No,No,Sunny,33.5,High,56.2,Medium,3831,High,57
Golconda Fort,Tourist,2025-04-25,Friday,11,No,No,No,Sunny,34.5,Medium,75.7,High,5114,Very High,118
Golconda Fort,Tourist,2025-04-25,Friday,15,No,No,No,Sunny,31.3,High,62.3,High,5320,High,76
Golconda Fort,Tourist,2025-04-25,Friday,19,No,No,No,Cloudy,29.8,Medium,64.4,Medium,6079,High,52
Golconda Fort,Tourist,2025-04-26,Saturday,8,Yes,No,No,Rainy,31.4,Medium,40.2,Low,3871,Medium,5
Golconda Fort,Tourist,2025-04-26,Saturday,11,Yes,No,No,Sunny,33.4,High,65.3,High,5904,Very High,105
Golconda Fort,Tourist,2025-04-26,Saturday,15,Yes,No,No,Cloudy,28.3,High,81.2,High,6207,High,93
Golconda Fort,Tourist,2025-04-26,Saturday,19,Yes,No,No,Cloudy,32.4,High,67.6,Medium,7115,Very High,74
Golconda Fort,Tourist,2025-04-27,Sunday,8,Yes,No,No,Sunny,31.6,Medium,21.2,Low,4578,Low,38
Golconda Fort,Tourist,2025-04-27,Sunday,11,Yes,No,No,Rainy,30.4,Medium,39.1,Low,6418,High,46
Golconda Fort,Tourist,2025-04-27,Sunday,15,Yes,No,No,Sunny,32.3,High,61.1,High,6580,Very High,83
Golconda Fort,Tourist,2025-04-27,Sunday,19,Yes,No,No,Sunny,35.0,Medium,90.9,High,6374,Very High,119
Golconda Fort,Tourist,2025-04-28,Monday,8,No,No,No,Cloudy,30.5,Medium,36.2,Medium,3729,Medium,38
Golconda Fort,Tourist,2025-04-28,Monday,11,No,No,No,Cloudy,24.6,Medium,62.2,Medium,5516,High,67
Golconda Fort,Tourist,2025-04-28,Monday,15,No,No,No,Sunny,27.4,Medium,75.2,High,6473,Very High,75
Golconda Fort,Tourist,2025-04-28,Monday,19,No,No,No,Cloudy,32.0,Medium,72.6,Medium,5365,High,85
Golconda Fort,Tourist,2025-04-29,Tuesday,8,No,No,No,Sunny,30.1,Medium,59.4,High,3569,High,57
Golconda Fort,Tourist,2025-04-29,Tuesday,11,No,No,No,Sunny,28.8,Medium,69.0,High,5898,High,97
Golconda Fort,Tourist,2025-04-29,Tuesday,15,No,No,No,Rainy,31.6,Medium,55.8,Medium,5887,High,58
Golconda Fort,Tourist,2025-04-29,Tuesday,19,No,No,No,Sunny,28.7,High,82.4,High,5876,Very High,126
Golconda Fort,Tourist,2025-04-30,Wednesday,8,No,No,No,Sunny,28.0,Medium,27.5,Low,3838,Medium,17
Golconda Fort,Tourist,2025-04-30,Wednesday,11,No,No,No,Cloudy,34.4,Medium,51.2,Medium,6164,High,65
Golconda Fort,Tourist,2025-04-30,Wednesday,15,No,No,No,Sunny,28.0,Medium,60.3,Medium,6592,Very High,91
Golconda Fort,Tourist,2025-04-30,Wednesday,19,No,No,No,Sunny,33.5,High,84.3,High,5440,Very High,214
Golconda Fort,Tourist,2025-05-01,Thursday,8,No,Yes,No,Rainy,29.3,Low,54.5,Medium,4336,Medium,29
Golconda Fort,Tourist,2025-05-01,Thursday,11,No,Yes,No,Rainy,29.7,Medium,52.3,Medium,6384,Medium,73
Golconda Fort,Tourist,2025-05-01,Thursday,15,No,Yes,No,Cloudy,30.0,High,79.3,High,5925,Very High,136
Golconda Fort,Tourist,2025-05-01,Thursday,19,No,Yes,No,Sunny,31.9,High,79.0,High,7139,Very High,114
Golconda Fort,Tourist,2025-05-02,Friday,8,No,No,No,Cloudy,30.3,Medium,51.1,Medium,3853,Medium,29
Golconda Fort,Tourist,2025-05-02,Friday,11,No,No,No,Cloudy,31.6,High,59.9,Medium,5556,High,102
Golconda Fort,Tourist,2025-05-02,Friday,15,No,No,No,Sunny,28.6,High,77.7,High,5767,High,81
