Location,Place_Type,Date,Day,Hour,Weekend,Holiday,Special_Event_or_Festival,Weather,Traffic,Parking_Percentage,Mobile_Density,Crowd_Level,Estimated_Waiting_Time,Online_Booking_Available,Booked_Visitors,Entry_Token_Available,Tokens_Issued,Public_Transport_Load,School_or_Office_Holiday,Place_Capacity_Indicator,Next_2_Hour_Crowd_Forecast,Next_2_Hour_Waiting_Time
Srisailam Mallikarjuna Temple,Temple,2025-06-14,Saturday,8,Yes,No,No,Sunny,High,49,High,High,2 hours,Yes,947,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-06-14,Saturday,11,Yes,No,No,Cloudy,Medium,47,High,High,2 hours,Yes,941,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-06-14,Saturday,15,Yes,No,Yes,Sunny,High,57,High,High,2 hours,Yes,971,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-14,Saturday,19,Yes,No,No,Rainy,Low,32,Low,Medium,45 minutes,Yes,396,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-15,Sunday,8,Yes,No,No,Sunny,Medium,64,Medium,High,2 hours,Yes,992,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-06-15,Sunday,11,Yes,No,No,Sunny,High,55,High,High,2 hours,Yes,965,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-15,Sunday,15,Yes,No,No,Sunny,Medium,33,Medium,Medium,45 minutes,Yes,399,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-15,Sunday,19,Yes,No,No,Sunny,High,73,High,Medium,45 minutes,Yes,519,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-16,Monday,8,No,No,No,Sunny,Medium,35,Medium,Medium,45 minutes,Yes,405,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-16,Monday,11,No,No,No,Sunny,Low,10,Low,Medium,45 minutes,Yes,330,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-16,Monday,15,No,No,No,Cloudy,Medium,34,Low,Low,15 minutes,Yes,182,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-16,Monday,19,No,No,No,Sunny,Medium,10,Low,Low,15 minutes,Yes,110,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-17,Tuesday,8,No,No,No,Sunny,Medium,29,Medium,Medium,45 minutes,Yes,387,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-17,Tuesday,11,No,No,No,Rainy,Medium,22,Low,Low,15 minutes,Yes,146,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-17,Tuesday,15,No,No,Yes,Sunny,High,48,High,Medium,45 minutes,Yes,444,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-17,Tuesday,19,No,No,No,Cloudy,Low,38,Medium,Low,15 minutes,Yes,194,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-18,Wednesday,8,No,No,No,Cloudy,Medium,12,Low,Medium,45 minutes,Yes,336,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-18,Wednesday,11,No,No,No,Cloudy,Low,17,Medium,Medium,45 minutes,Yes,351,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-18,Wednesday,15,No,No,No,Cloudy,Medium,28,Low,Low,15 minutes,Yes,164,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-18,Wednesday,19,No,No,No,Sunny,Medium,37,Low,Low,15 minutes,Yes,191,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-19,Thursday,8,No,No,No,Sunny,Low,41,Medium,Medium,45 minutes,Yes,423,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-19,Thursday,11,No,No,No,Sunny,Low,21,Medium,Medium,45 minutes,Yes,363,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-19,Thursday,15,No,No,No,Cloudy,Low,28,Medium,Low,15 minutes,Yes,164,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-19,Thursday,19,No,No,No,Sunny,Medium,35,Medium,Low,15 minutes,Yes,185,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-20,Friday,8,No,No,No,Sunny,Low,29,Low,Medium,45 minutes,Yes,387,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-20,Friday,11,No,No,No,Sunny,Medium,25,Low,Medium,45 minutes,Yes,375,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-20,Friday,15,No,No,No,Sunny,Low,16,Low,Low,15 minutes,Yes,128,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-20,Friday,19,No,No,No,Sunny,Medium,20,Medium,Low,15 minutes,Yes,140,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-21,Saturday,8,Yes,No,No,Cloudy,High,62,High,High,2 hours,Yes,986,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-06-21,Saturday,11,Yes,No,No,Sunny,Medium,79,High,High,2 hours,Yes,1037,Yes,1500,Not Available,No,60% to 85%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-21,Saturday,15,Yes,No,No,Rainy,Medium,33,Medium,Low,15 minutes,Yes,179,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-21,Saturday,19,Yes,No,No,Sunny,High,57,Medium,Medium,45 minutes,Yes,471,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-22,Sunday,8,Yes,No,No,Rainy,High,60,High,Medium,45 minutes,Yes,480,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-22,Sunday,11,Yes,No,No,Rainy,Medium,48,High,Medium,45 minutes,Yes,444,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-22,Sunday,15,Yes,No,No,Cloudy,Low,38,Low,Medium,45 minutes,Yes,414,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-22,Sunday,19,Yes,No,No,Sunny,Medium,49,Medium,Medium,45 minutes,Yes,447,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-23,Monday,8,No,No,No,Sunny,Medium,33,Medium,Medium,45 minutes,Yes,399,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-23,Monday,11,No,No,No,Cloudy,Low,30,Medium,Medium,45 minutes,Yes,390,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-23,Monday,15,No,No,No,Cloudy,Medium,26,Low,Low,15 minutes,Yes,158,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-23,Monday,19,No,No,No,Sunny,Medium,10,Medium,Low,15 minutes,Yes,110,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-24,Tuesday,8,No,No,No,Sunny,Low,19,Medium,Medium,45 minutes,Yes,357,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-24,Tuesday,11,No,No,No,Sunny,Low,15,Low,Medium,45 minutes,Yes,345,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-24,Tuesday,15,No,No,No,Sunny,Low,37,Medium,Low,15 minutes,Yes,191,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-24,Tuesday,19,No,No,No,Sunny,Low,28,Low,Low,15 minutes,Yes,164,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-25,Wednesday,8,No,No,No,Cloudy,Medium,23,Low,Medium,45 minutes,Yes,369,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-25,Wednesday,11,No,No,No,Rainy,Low,37,Low,Low,15 minutes,Yes,191,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-25,Wednesday,15,No,No,No,Rainy,Low,15,Medium,Low,15 minutes,Yes,125,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-25,Wednesday,19,No,No,No,Cloudy,Medium,30,Low,Low,15 minutes,Yes,170,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-26,Thursday,8,No,No,No,Rainy,Low,25,Low,Low,15 minutes,Yes,155,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-26,Thursday,11,No,No,No,Sunny,Low,32,Medium,Medium,45 minutes,Yes,396,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-26,Thursday,15,No,No,No,Cloudy,Low,20,Low,Low,15 minutes,Yes,140,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-26,Thursday,19,No,No,No,Cloudy,Medium,18,Medium,Low,15 minutes,Yes,134,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-27,Friday,8,No,No,No,Cloudy,Medium,34,Low,Medium,45 minutes,Yes,402,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-27,Friday,11,No,No,No,Cloudy,Medium,16,Medium,Medium,45 minutes,Yes,348,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-27,Friday,15,No,No,Yes,Cloudy,High,68,Medium,Medium,45 minutes,Yes,504,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-27,Friday,19,No,No,No,Sunny,Medium,27,Medium,Low,15 minutes,Yes,161,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-28,Saturday,8,Yes,No,No,Sunny,Medium,51,High,High,2 hours,Yes,953,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-06-28,Saturday,11,Yes,No,No,Cloudy,High,69,Medium,High,2 hours,Yes,1007,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-28,Saturday,15,Yes,No,No,Cloudy,Medium,10,Medium,Medium,45 minutes,Yes,330,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-28,Saturday,19,Yes,No,No,Sunny,Medium,70,Medium,Medium,45 minutes,Yes,510,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-29,Sunday,8,Yes,No,No,Sunny,High,62,Medium,High,2 hours,Yes,986,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-29,Sunday,11,Yes,No,No,Rainy,High,74,High,Medium,45 minutes,Yes,522,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-29,Sunday,15,Yes,No,No,Rainy,Low,37,Low,Low,15 minutes,Yes,191,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-29,Sunday,19,Yes,No,No,Rainy,Medium,44,Low,Medium,45 minutes,Yes,432,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-06-30,Monday,8,No,No,No,Cloudy,Low,36,Medium,Medium,45 minutes,Yes,408,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-30,Monday,11,No,No,No,Sunny,Low,32,Low,Medium,45 minutes,Yes,396,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-30,Monday,15,No,No,No,Sunny,Low,23,Medium,Low,15 minutes,Yes,149,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-06-30,Monday,19,No,No,No,Cloudy,Low,24,Medium,Low,15 minutes,Yes,152,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-01,Tuesday,8,No,No,Yes,Sunny,Medium,53,Medium,High,2 hours,Yes,959,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-01,Tuesday,11,No,No,No,Cloudy,Low,18,Low,Medium,45 minutes,Yes,354,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-01,Tuesday,15,No,No,No,Sunny,Low,35,Low,Low,15 minutes,Yes,185,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-01,Tuesday,19,No,No,No,Sunny,Medium,20,Medium,Low,15 minutes,Yes,140,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-02,Wednesday,8,No,No,No,Rainy,Low,14,Low,Low,15 minutes,Yes,122,Yes,100,Not Available,No,Below 30%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-02,Wednesday,11,No,No,No,Sunny,Low,36,Medium,Medium,45 minutes,Yes,408,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-02,Wednesday,15,No,No,Yes,Sunny,High,59,Medium,Medium,45 minutes,Yes,477,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-02,Wednesday,19,No,No,No,Sunny,Medium,16,Medium,Low,15 minutes,Yes,128,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-03,Thursday,8,No,No,No,Cloudy,Low,11,Medium,Medium,45 minutes,Yes,333,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-03,Thursday,11,No,No,No,Cloudy,Low,30,Medium,Medium,45 minutes,Yes,390,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-03,Thursday,15,No,No,No,Sunny,Medium,43,Medium,Low,15 minutes,Yes,209,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-03,Thursday,19,No,No,No,Sunny,Low,44,Medium,Low,15 minutes,Yes,212,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-04,Friday,8,No,No,No,Cloudy,Medium,29,Low,Medium,45 minutes,Yes,387,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-04,Friday,11,No,No,No,Cloudy,Low,39,Medium,Medium,45 minutes,Yes,417,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-04,Friday,15,No,No,No,Cloudy,Low,43,Medium,Low,15 minutes,Yes,209,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-04,Friday,19,No,No,No,Sunny,Medium,28,Low,Low,15 minutes,Yes,164,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-05,Saturday,8,Yes,No,No,Cloudy,High,57,Medium,High,2 hours,Yes,971,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-07-05,Saturday,11,Yes,No,No,Cloudy,High,45,High,High,2 hours,Yes,935,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-05,Saturday,15,Yes,No,No,Sunny,Medium,24,Low,Medium,45 minutes,Yes,372,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-05,Saturday,19,Yes,No,No,Sunny,Medium,73,Medium,Medium,45 minutes,Yes,519,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-06,Sunday,8,Yes,No,No,Sunny,High,77,Medium,High,2 hours,Yes,1031,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-07-06,Sunday,11,Yes,No,No,Sunny,Medium,47,Medium,High,2 hours,Yes,941,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-06,Sunday,15,Yes,No,No,Sunny,Medium,35,Medium,Medium,45 minutes,Yes,405,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-06,Sunday,19,Yes,No,No,Cloudy,High,62,Medium,Medium,45 minutes,Yes,486,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-07,Monday,8,No,No,No,Sunny,Medium,34,Low,Medium,45 minutes,Yes,402,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-07,Monday,11,No,No,No,Rainy,Low,25,Low,Low,15 minutes,Yes,155,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-07,Monday,15,No,No,No,Sunny,Medium,39,Medium,Low,15 minutes,Yes,197,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-07,Monday,19,No,No,No,Cloudy,Low,34,Low,Low,15 minutes,Yes,182,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-08,Tuesday,8,No,No,No,Sunny,Medium,19,Medium,Medium,45 minutes,Yes,357,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-08,Tuesday,11,No,No,No,Cloudy,Medium,36,Medium,Medium,45 minutes,Yes,408,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-08,Tuesday,15,No,No,No,Cloudy,Medium,38,Low,Low,15 minutes,Yes,194,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-08,Tuesday,19,No,No,No,Cloudy,Medium,24,Medium,Low,15 minutes,Yes,152,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-09,Wednesday,8,No,No,No,Sunny,Medium,44,Low,Medium,45 minutes,Yes,432,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-09,Wednesday,11,No,No,No,Sunny,Low,22,Medium,Medium,45 minutes,Yes,366,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-09,Wednesday,15,No,No,No,Cloudy,Medium,20,Low,Low,15 minutes,Yes,140,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-09,Wednesday,19,No,No,No,Sunny,Low,18,Medium,Low,15 minutes,Yes,134,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-10,Thursday,8,No,No,No,Cloudy,Low,28,Low,Medium,45 minutes,Yes,384,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-10,Thursday,11,No,No,No,Sunny,Low,25,Medium,Medium,45 minutes,Yes,375,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-10,Thursday,15,No,No,No,Rainy,Medium,26,Low,Low,15 minutes,Yes,158,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-10,Thursday,19,No,No,No,Sunny,Low,10,Medium,Low,15 minutes,Yes,110,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-11,Friday,8,No,No,No,Cloudy,Low,25,Medium,Medium,45 minutes,Yes,375,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-11,Friday,11,No,No,No,Cloudy,Low,11,Low,Medium,45 minutes,Yes,333,Yes,500,Not Available,No,30% to 60%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-11,Friday,15,No,No,No,Rainy,Medium,29,Medium,Low,15 minutes,Yes,167,Yes,100,Not Available,No,Below 30%,Low,15 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-11,Friday,19,No,No,No,Sunny,Medium,35,Medium,Low,15 minutes,Yes,185,Yes,100,Not Available,No,Below 30%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-12,Saturday,8,Yes,No,No,Sunny,Medium,51,Medium,High,2 hours,Yes,953,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-12,Saturday,11,Yes,No,No,Rainy,High,72,High,Medium,45 minutes,Yes,516,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-12,Saturday,15,Yes,No,No,Sunny,Medium,11,Low,Medium,45 minutes,Yes,333,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-12,Saturday,19,Yes,No,No,Rainy,Low,32,Medium,Medium,45 minutes,Yes,396,Yes,500,Not Available,No,30% to 60%,Not Available (next slot is next day),Not Available (next slot is next day)
Srisailam Mallikarjuna Temple,Temple,2025-07-13,Sunday,8,Yes,No,No,Sunny,Medium,57,Medium,High,2 hours,Yes,971,Yes,1500,Not Available,No,60% to 85%,High,2 hours
Srisailam Mallikarjuna Temple,Temple,2025-07-13,Sunday,11,Yes,No,No,Sunny,Medium,53,Medium,High,2 hours,Yes,959,Yes,1500,Not Available,No,60% to 85%,Medium,45 minutes
Srisailam Mallikarjuna Temple,Temple,2025-07-13,Sunday,15,Yes,No,No,Sunny,Low,44,Medium,Medium,45 minutes,Yes,432,Yes,500,Not Available,No,30% to 60%,Medium,45 minutes
